condicion,actor_id,turno,tipologia_pregunta,persona_score,bdi_score,rag_score,estabilidad_rol,autenticidad_lexica,autenticidad_emocional,goal_directedness,tactical_consistency,factual_grounding,answer_relevance,lexical_adoption,coherencia_tactica,subordinacion_macro,autenticidad_discursiva
rag_only,victima,1,cerrada,4.5,,0.6026,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,,,4.0
rag_only,victima,2,abierta,4.3333,,0.5835,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,victima,3,abierta,4.5,,0.5922,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,,,4.5
rag_only,victima,4,cerrada,4.5,,0.6339,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,,,4.0
rag_only,victima,5,abierta,4.8333,,0.5514,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,,4.5
rag_only,victima,6,abierta,4.5,,0.4788,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,,,4.0
rag_only,victima,7,abierta,4.8333,,0.5825,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,,4.5
rag_only,victima,8,abierta,4.6667,,0.5071,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,,,4.0
rag_only,victima,9,abierta,4.6667,,0.5396,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,,,4.5
rag_only,victima,10,confrontativa,4.3333,,0.6199,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,,4.0
rag_only,victima,11,confrontativa,4.5,,0.6069,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,,,4.0
rag_only,victima,12,confrontativa,4.8333,,0.6038,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,,4.5
rag_only,victima,13,abierta,4.6667,,0.4942,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,,,4.0
rag_only,victimario,1,abierta,4.0,,0.5234,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,victimario,2,abierta,4.0,,0.5293,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,victimario,3,cerrada,4.0,,0.5954,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,victimario,4,abierta,4.0,,0.5548,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,victimario,5,abierta,4.1667,,0.6308,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,,,4.5
rag_only,victimario,6,abierta,3.6667,,0.6302,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,,,3.0
rag_only,victimario,7,confrontativa,4.0,,0.6129,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,victimario,8,abierta,4.1667,,0.5188,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,,,4.0
rag_only,victimario,9,confrontativa,4.3333,,0.5965,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,,,4.5
rag_only,victimario,10,abierta,4.0,,0.5887,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,victimario,11,confrontativa,3.8333,,0.5528,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,,,4.0
rag_only,victimario,12,abierta,4.0,,0.5534,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,victimario,13,abierta,4.3333,,0.5775,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,,4.0
rag_only,tercero,1,cerrada,4.0,,0.6418,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,tercero,2,abierta,4.0,,0.5726,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,tercero,3,abierta,4.1667,,0.6416,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,,4.0
rag_only,tercero,4,abierta,4.1667,,0.7005,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,,4.0
rag_only,tercero,5,cerrada,4.3333,,0.5844,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,,4.0
rag_only,tercero,6,abierta,4.0,,0.6011,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,tercero,7,abierta,4.0,,0.6034,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,tercero,8,abierta,4.0,,0.5545,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,tercero,9,cerrada,4.1667,,0.5502,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,,4.0
rag_only,tercero,10,confrontativa,4.0,,0.6471,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,tercero,11,confrontativa,4.0,,0.6143,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
rag_only,tercero,12,abierta,4.3333,,0.6793,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,,4.0
rag_only,tercero,13,abierta,4.0,,0.4339,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,4.0
bdi_only,victima,1,cerrada,4.3333,5.0,,5.0,4.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0,4.0
bdi_only,victima,2,abierta,4.3333,5.0,,5.0,4.0,5.0,4.0,5.0,3.0,5.0,,5.0,5.0,4.5
bdi_only,victima,3,abierta,4.1667,5.0,,5.0,4.0,4.0,4.0,5.0,3.0,5.0,,5.0,5.0,4.0
bdi_only,victima,4,cerrada,4.6,4.5,,5.0,4.0,5.0,4.0,5.0,,5.0,,4.0,5.0,4.5
bdi_only,victima,5,abierta,4.6667,5.0,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.5
bdi_only,victima,6,abierta,4.3333,4.5,,5.0,4.0,4.0,4.0,5.0,4.0,5.0,,4.0,5.0,4.0
bdi_only,victima,7,abierta,4.5,5.0,,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,5.0,5.0,4.5
bdi_only,victima,8,abierta,4.5,5.0,,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.0
bdi_only,victima,9,abierta,4.6667,5.0,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.5
bdi_only,victima,10,confrontativa,4.0,4.5,,5.0,3.0,4.0,4.0,4.0,4.0,5.0,,4.0,5.0,3.5
bdi_only,victima,11,confrontativa,4.1667,4.5,,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,5.0,4.0
bdi_only,victima,12,confrontativa,4.5,4.5,,5.0,4.0,5.0,4.0,5.0,4.0,5.0,,4.0,5.0,4.5
bdi_only,victima,13,abierta,4.5,5.0,,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.0
bdi_only,victimario,1,abierta,3.6667,4.5,,4.0,4.0,4.0,4.0,4.0,2.0,5.0,,5.0,4.0,4.0
bdi_only,victimario,2,abierta,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,4.0
bdi_only,victimario,3,cerrada,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,4.0
bdi_only,victimario,4,abierta,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,4.0
bdi_only,victimario,5,abierta,4.1667,4.5,,4.0,5.0,4.0,4.0,5.0,3.0,5.0,,5.0,4.0,4.5
bdi_only,victimario,6,abierta,3.8333,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,5.0,,4.0,4.0,3.5
bdi_only,victimario,7,confrontativa,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,4.0
bdi_only,victimario,8,abierta,4.1667,4.5,,4.0,5.0,4.0,4.0,5.0,3.0,5.0,,5.0,4.0,4.5
bdi_only,victimario,10,abierta,4.3333,4.5,,4.0,5.0,4.0,4.0,5.0,4.0,5.0,,5.0,4.0,4.5
bdi_only,victimario,11,confrontativa,4.0,4.5,,4.0,4.0,4.0,4.0,5.0,3.0,5.0,,5.0,4.0,4.0
bdi_only,victimario,12,abierta,3.8333,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,5.0,,4.0,4.0,4.0
bdi_only,victimario,13,abierta,4.1667,4.5,,4.0,4.0,4.0,4.0,5.0,4.0,5.0,,5.0,4.0,4.0
bdi_only,tercero,1,cerrada,4.0,4.5,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,5.0,4.0
bdi_only,tercero,2,abierta,4.1667,5.0,,4.0,4.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0,4.0
bdi_only,tercero,3,abierta,4.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,5.0,4.0
bdi_only,tercero,4,abierta,4.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,5.0,4.0
bdi_only,tercero,5,cerrada,4.3333,5.0,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.0
bdi_only,tercero,6,abierta,4.0,4.5,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,5.0,4.0
bdi_only,tercero,7,abierta,4.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,5.0,4.0
bdi_only,tercero,8,abierta,4.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,5.0,4.0
bdi_only,tercero,9,cerrada,4.3333,5.0,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.0
bdi_only,tercero,10,confrontativa,4.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,5.0,4.0
bdi_only,tercero,11,confrontativa,4.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,5.0,4.0
bdi_only,tercero,12,abierta,4.1667,5.0,,4.0,4.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0,4.0
bdi_only,tercero,13,abierta,4.6667,5.0,,4.0,5.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,5.0
bdi_rag,victima,1,cerrada,4.1667,4.5,0.6671,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0
bdi_rag,victima,2,abierta,4.3333,4.5,0.6522,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0
bdi_rag,victima,3,abierta,4.3333,4.5,0.5418,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0
bdi_rag,victima,4,cerrada,4.3333,4.5,0.6252,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,3.5
bdi_rag,victima,5,abierta,4.6667,5.0,0.5174,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
bdi_rag,victima,6,abierta,4.6667,4.5,0.6027,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.5
bdi_rag,victima,7,abierta,4.6667,4.5,0.4765,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
bdi_rag,victima,8,abierta,4.6667,4.5,0.5543,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
bdi_rag,victima,9,abierta,4.8333,5.0,0.5877,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.5
bdi_rag,victima,10,confrontativa,4.3333,4.5,0.4822,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0
bdi_rag,victima,11,confrontativa,4.6667,4.5,0.5537,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
bdi_rag,victima,12,confrontativa,4.8333,5.0,0.6237,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.5
bdi_rag,victima,13,abierta,4.8333,5.0,0.5949,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.5
bdi_rag,victimario,1,abierta,3.8333,4.5,0.5356,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0
bdi_rag,victimario,2,abierta,4.1667,5.0,0.6377,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0
bdi_rag,victimario,3,cerrada,4.1667,4.5,0.5454,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0
bdi_rag,victimario,4,abierta,4.1667,4.5,0.5275,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0
bdi_rag,victimario,5,abierta,4.1667,5.0,0.6182,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0
bdi_rag,victimario,6,abierta,3.8333,4.5,0.6331,4.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,3.5
bdi_rag,victimario,7,confrontativa,4.0,4.5,0.5853,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0
bdi_rag,victimario,8,abierta,4.0,5.0,0.502,4.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0
bdi_rag,victimario,9,confrontativa,4.3333,5.0,0.5475,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0
bdi_rag,victimario,10,abierta,4.1667,5.0,0.5824,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0
bdi_rag,victimario,11,confrontativa,4.3333,5.0,0.4894,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0
bdi_rag,victimario,12,abierta,4.1667,4.5,0.5753,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0
bdi_rag,victimario,13,abierta,4.5,5.0,0.4704,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.5
bdi_rag,tercero,1,cerrada,4.0,4.0,0.5766,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
bdi_rag,tercero,2,abierta,4.0,4.5,0.6248,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
bdi_rag,tercero,3,abierta,4.0,4.0,0.7497,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
bdi_rag,tercero,4,abierta,4.0,4.5,0.7219,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
bdi_rag,tercero,5,cerrada,4.3333,4.5,0.7742,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
bdi_rag,tercero,6,abierta,4.0,4.0,0.6222,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
bdi_rag,tercero,7,abierta,4.0,4.0,0.6837,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
bdi_rag,tercero,8,abierta,4.0,4.0,0.5638,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
bdi_rag,tercero,9,cerrada,4.0,4.5,0.5857,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
bdi_rag,tercero,10,confrontativa,4.0,4.5,0.6693,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
bdi_rag,tercero,11,confrontativa,4.0,4.0,0.6109,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
bdi_rag,tercero,12,abierta,4.0,4.5,0.6377,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
bdi_rag,tercero,13,abierta,4.0,4.5,0.5137,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
