condicion,actor_id,turno,tipologia_pregunta,persona_score,bdi_score,rag_score,estabilidad_rol,autenticidad_lexica,autenticidad_emocional,goal_directedness,tactical_consistency,factual_grounding,answer_relevance,lexical_adoption,coherencia_tactica,subordinacion_macro,autenticidad_discursiva
rag_only,victimario,12,abierta,5.0,,0.6534,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,,5.0
rag_only,victimario,13,abierta,4.0,,0.6775,5.0,3.0,4.0,5.0,5.0,2.0,4.0,5.0,,,3.5
rag_only,tercero,1,cerrada,4.5,,0.6418,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,,,3.5
rag_only,tercero,2,abierta,4.1667,,0.6726,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,,,4.5
rag_only,tercero,3,abierta,4.3333,,0.7415,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,,,3.0
rag_only,tercero,4,abierta,4.8333,,0.8005,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,4.5
rag_only,tercero,5,cerrada,4.5,,0.5844,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,,,4.0
rag_only,tercero,6,abierta,4.6667,,0.701,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,,,4.0
rag_only,tercero,7,abierta,4.0,,0.7034,5.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,,,4.0
rag_only,tercero,8,abierta,4.1667,,0.6545,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,,,4.5
rag_only,tercero,9,cerrada,4.8333,,0.6502,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,4.5
rag_only,tercero,10,confrontativa,5.0,,0.6471,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,5.0
rag_only,tercero,11,confrontativa,4.6667,,0.7143,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,,5.0
rag_only,tercero,12,abierta,4.3333,,0.7792,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,,,3.0
rag_only,tercero,13,abierta,4.0,,0.3339,5.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,,,2.5
bdi_only,victima,1,cerrada,4.1667,4.5,,5.0,2.0,5.0,5.0,3.0,5.0,4.0,,4.0,5.0,3.5
bdi_only,victima,2,abierta,4.0,5.0,,5.0,2.0,5.0,5.0,5.0,2.0,5.0,,5.0,5.0,3.5
bdi_only,victima,3,abierta,4.6667,5.0,,5.0,3.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.0
bdi_only,victima,4,cerrada,4.0,4.5,,5.0,2.0,5.0,5.0,3.0,,5.0,,4.0,5.0,3.5
bdi_only,victima,5,abierta,4.6667,5.0,,5.0,3.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.0
bdi_only,victima,6,abierta,4.5,5.0,,5.0,2.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.5
bdi_only,victima,7,abierta,4.5,5.0,,5.0,2.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.5
bdi_only,victima,8,abierta,4.5,5.0,,5.0,2.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.5
bdi_only,victima,9,abierta,4.5,5.0,,5.0,2.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.5
bdi_only,victima,10,confrontativa,4.1667,4.0,,5.0,2.0,5.0,5.0,3.0,5.0,5.0,,3.0,5.0,3.5
bdi_only,victima,11,confrontativa,3.0,3.5,,5.0,2.0,2.0,5.0,3.0,1.0,4.0,,2.0,5.0,2.0
bdi_only,victima,12,confrontativa,4.0,3.5,,5.0,1.0,5.0,5.0,5.0,3.0,5.0,,2.0,5.0,3.0
bdi_only,victima,13,abierta,3.3333,3.0,,5.0,1.0,2.0,5.0,2.0,5.0,3.0,,1.0,5.0,1.5
bdi_only,victimario,1,abierta,3.8333,5.0,,5.0,4.0,4.0,5.0,4.0,1.0,3.0,,5.0,5.0,4.0
bdi_only,victimario,2,abierta,4.8333,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.5
bdi_only,victimario,3,cerrada,4.5,5.0,,5.0,4.0,3.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.5
bdi_only,victimario,4,abierta,4.5,5.0,,5.0,5.0,5.0,5.0,5.0,2.0,5.0,,5.0,5.0,5.0
bdi_only,victimario,5,abierta,4.8333,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.5
bdi_only,victimario,6,abierta,4.5,5.0,,5.0,4.0,4.0,5.0,5.0,4.0,5.0,,5.0,5.0,4.0
bdi_only,victimario,7,confrontativa,4.3333,5.0,,5.0,5.0,5.0,5.0,5.0,1.0,5.0,,5.0,5.0,5.0
bdi_only,victimario,8,abierta,4.0,5.0,,5.0,3.0,5.0,5.0,5.0,1.0,3.0,,5.0,5.0,4.0
bdi_only,victimario,10,abierta,4.5,5.0,,5.0,4.0,5.0,5.0,5.0,3.0,3.0,,5.0,5.0,4.5
bdi_only,victimario,11,confrontativa,4.5,5.0,,5.0,4.0,5.0,5.0,5.0,3.0,5.0,,5.0,5.0,4.5
bdi_only,victimario,12,abierta,3.8333,3.0,,5.0,3.0,4.0,5.0,5.0,1.0,3.0,,1.0,5.0,3.5
bdi_only,victimario,13,abierta,3.6667,5.0,,5.0,2.0,5.0,5.0,2.0,3.0,4.0,,5.0,5.0,3.5
bdi_only,tercero,1,cerrada,4.6667,5.0,,5.0,3.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.0
bdi_only,tercero,2,abierta,3.8333,5.0,,5.0,2.0,4.0,5.0,5.0,2.0,5.0,,5.0,5.0,3.0
bdi_only,tercero,3,abierta,4.1667,5.0,,5.0,2.0,3.0,5.0,5.0,5.0,5.0,,5.0,5.0,2.5
bdi_only,tercero,4,abierta,4.3333,4.0,,5.0,2.0,4.0,5.0,5.0,5.0,5.0,,3.0,5.0,3.0
bdi_only,tercero,5,cerrada,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0
bdi_only,tercero,6,abierta,4.0,5.0,,5.0,2.0,2.0,5.0,5.0,5.0,5.0,,5.0,5.0,2.0
bdi_only,tercero,7,abierta,4.3333,5.0,,5.0,5.0,5.0,5.0,5.0,1.0,5.0,,5.0,5.0,5.0
bdi_only,tercero,8,abierta,4.8333,4.5,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,4.0,5.0,5.0
bdi_only,tercero,9,cerrada,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0
bdi_only,tercero,10,confrontativa,4.5,5.0,,5.0,2.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.5
bdi_only,tercero,11,confrontativa,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0
bdi_only,tercero,12,abierta,3.5,5.0,,5.0,2.0,3.0,5.0,5.0,1.0,5.0,,5.0,5.0,2.5
bdi_only,tercero,13,abierta,3.5,3.5,,5.0,2.0,2.0,5.0,2.0,5.0,5.0,,2.0,5.0,2.0
bdi_rag,victima,1,cerrada,4.3333,4.5,0.7671,5.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,4.5
bdi_rag,victima,2,abierta,4.5,4.0,0.7521,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0
bdi_rag,victima,3,abierta,4.5,4.5,0.6418,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.5
bdi_rag,victima,4,cerrada,4.6667,5.0,0.7252,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
bdi_rag,victima,5,abierta,4.5,5.0,0.6174,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0
bdi_rag,victima,6,abierta,4.8333,4.0,0.7026,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.5
bdi_rag,victima,7,abierta,4.6667,4.5,0.5765,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
bdi_rag,victima,8,abierta,4.6667,5.0,0.6542,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
bdi_rag,victima,9,abierta,4.3333,5.0,0.6877,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.5
bdi_rag,victima,10,confrontativa,4.5,5.0,0.5822,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.5
bdi_rag,victima,11,confrontativa,4.6667,5.0,0.5537,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
bdi_rag,victima,12,confrontativa,4.0,5.0,0.7237,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0
bdi_rag,victima,13,abierta,4.1667,4.5,0.5949,5.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.5
bdi_rag,victimario,1,abierta,4.3333,5.0,0.5356,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0
bdi_rag,victimario,2,abierta,4.5,5.0,0.7377,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0
bdi_rag,victimario,3,cerrada,4.8333,5.0,0.7453,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.5
bdi_rag,victimario,4,abierta,4.5,5.0,0.5275,5.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.5
bdi_rag,victimario,5,abierta,4.3333,5.0,0.7182,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0
bdi_rag,victimario,6,abierta,4.5,5.0,0.733,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0
bdi_rag,victimario,7,confrontativa,5.0,5.0,0.6853,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
bdi_rag,victimario,8,abierta,4.5,5.0,0.602,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0
bdi_rag,victimario,9,confrontativa,4.6667,5.0,0.5475,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0
bdi_rag,victimario,10,abierta,4.1667,5.0,0.5824,5.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,4.5
bdi_rag,victimario,11,confrontativa,4.1667,5.0,0.3893,5.0,4.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,4.5
bdi_rag,victimario,12,abierta,4.5,3.5,0.6753,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,2.0,5.0,4.0
bdi_rag,victimario,13,abierta,3.5,5.0,0.4704,5.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0
bdi_rag,tercero,1,cerrada,5.0,5.0,0.6766,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
bdi_rag,tercero,2,abierta,4.5,5.0,0.7248,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.5
bdi_rag,tercero,3,abierta,4.3333,5.0,0.8497,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
bdi_rag,tercero,4,abierta,4.6667,5.0,0.8218,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
bdi_rag,tercero,5,cerrada,4.5,5.0,0.7742,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0
bdi_rag,tercero,6,abierta,4.1667,5.0,0.7223,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5
bdi_rag,tercero,7,abierta,5.0,5.0,0.7837,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
bdi_rag,tercero,8,abierta,4.8333,5.0,0.5638,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.5
bdi_rag,tercero,9,cerrada,4.3333,5.0,0.6857,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.5
bdi_rag,tercero,10,confrontativa,4.8333,5.0,0.7693,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5
bdi_rag,tercero,11,confrontativa,5.0,4.0,0.7108,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
bdi_rag,tercero,12,abierta,4.5,5.0,0.7377,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5
bdi_rag,tercero,13,abierta,4.3333,5.0,0.5137,5.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.5
